clusterName,avg_precision,avg_recall,avg_f_score,avg_onTarget
Inh L3-6 SST NPY,0.8701587301587301,0.3377777777777778,0.5671684372880864,0.4644588671392245
Inh L3-6 VIP HS3ST3A1,0.4588222416994347,0.15166666666666667,0.2982517430189941,0.14573888547461214
Inh L4-5 PVALB MEPE,0.5313262910615851,0.165625,0.3273549875666442,0.1739590938540923
Inh L4-5 SST STK32A,0.3004742472893408,0.1835125448028674,0.23645996502139152,0.08139156367793263
Inh L4-6 PVALB SULF1,0.28041944284010023,0.16127744510978043,0.2323820210834955,0.05086549206400486
Inh L4-6 SST B3GAT2,0.34440282660405264,0.22234432234432236,0.2946109456240078,0.12373336406946453
Inh L4-6 SST GXYLT2,0.42880833819964254,0.14959349593495935,0.26861635804875916,0.1970316259511616
Inh L5-6 LHX6 GLP1R,0.6540211640211641,0.13086419753086417,0.309894383555961,0.23900983943622345
Inh L5-6 PVALB LGR5,0.5556918283388872,0.13974358974358975,0.3060301482164768,0.14621611530118545
Inh L5-6 SST KLHDC8A,0.5681064525353855,0.15978835978835979,0.34771489661069005,0.16465043053895567
Inh L5-6 SST MIR548F2,0.34173609896691354,0.15916666666666668,0.2568421866054573,0.09689979953597454
Inh L5-6 SST NPM1P10,0.47658487161501906,0.15864978902953586,0.32271664025737756,0.1283049545742065
Inh L5-6 SST TH,0.5687037037037037,0.13086419753086417,0.30972016018474224,0.31510470633657717
Micro L1-6 TYROBP,0.8827284170761514,0.5851851851851851,0.7817525483164967,0.8928009662408779
OPC L1-6 PDGFRA,0.7687029325074181,0.35014005602240894,0.5817919064151721,0.22468000099143773
Oligo L1-6 OPALIN,0.8716794748219556,0.6643237486687965,0.8073764778289814,0.7211266992712269
