clusterName,markerGene,score
Oligo L5-6 OPALIN LDLRAP1,FAM222A,0.5555555555555556
Astro L1-6 FGFR3 AQP1,TNC,0.8554216867469879
Astro L1-6 FGFR3 AQP1,GFAP,0.8554216867469879
Astro L1 FGFR3 SERPINI2,SERPINI2,0.5
Astro L1 FGFR3 SERPINI2,NHSL1,0.5
Astro L1-6 FGFR3 PLCG1,FGFR3,0.7716635041113219
Astro L1-6 FGFR3 PLCG1,COL5A3,0.7716635041113219
Endo L2-5 NOSTRIN SRGN,CLDN5,0.9239130434782609
VLMC L1-5 PDGFRA COLEC12,COL1A2,0.9294871794871795
VLMC L1-5 PDGFRA COLEC12,COLEC12,0.9294871794871795
Micro L1-6 TYROBP CD74,P2RY12,0.9174311926605505
